Delta,K,Classification
0.064724,1.522613,0
0.069698,1.522613,0
0.074673,1.522613,0
0.079648,1.522613,0
0.084623,1.522613,0
0.089598,1.522613,0
0.094573,1.522613,0
0.099548,1.522613,0
0.104523,1.522613,0
0.109497,1.522613,0
0.114472,1.522613,0
0.119447,1.522613,0
0.124422,1.522613,0
0.129397,1.522613,0
0.134372,1.522613,0
0.139347,1.522613,0
0.144322,1.522613,0
0.149296,1.522613,0
0.154271,1.522613,0
0.159246,1.522613,0
0.164221,1.522613,0
0.169196,1.522613,0
0.174171,1.522613,0
0.179146,1.522613,0
0.184121,1.522613,0
0.189095,1.522613,0
0.194070,1.522613,0
0.199045,1.522613,0
0.204020,1.522613,0
0.208995,1.522613,0
0.213970,1.522613,0
0.218945,1.522613,0
0.223920,1.522613,0
0.228894,1.522613,0
0.233869,1.522613,0
0.238844,1.522613,0
0.243819,1.522613,0
0.248794,1.522613,0
0.253769,1.522613,0
0.258744,1.522613,0
0.263719,1.522613,0
0.268693,1.522613,0
0.273668,1.522613,0
0.278643,1.522613,0
0.283618,1.522613,0
0.288593,1.522613,0
0.293568,1.522613,0
0.298543,1.522613,0
0.303518,1.522613,0
0.308492,1.522613,0
0.313467,1.522613,0
0.318442,1.522613,0
0.323417,1.522613,0
0.328392,1.522613,0
0.333367,1.522613,0
0.338342,1.522613,0
0.343317,1.522613,0
0.348291,1.522613,0
0.353266,1.522613,0
0.358241,1.522613,0
0.363216,1.522613,0
0.368191,1.522613,0
0.373166,1.522613,0
0.378141,1.522613,0
0.383116,1.522613,0
0.388090,1.522613,0
0.393065,1.522613,0
0.398040,1.522613,0
0.403015,1.522613,0
0.407990,1.522613,0
0.412965,1.522613,0
0.417940,1.522613,0
0.422915,1.522613,0
0.427889,1.522613,0
0.432864,1.522613,0
0.437839,1.522613,0
0.442814,1.522613,0
0.447789,1.522613,0
0.452764,1.522613,0
0.457739,1.522613,0
0.462714,1.522613,0
0.467688,1.522613,0
0.472663,1.522613,0
0.477638,1.522613,0
0.482613,1.522613,0
0.487588,1.522613,0
0.492563,1.522613,0
0.497538,1.522613,0
0.502513,1.522613,0
0.507487,1.522613,0
0.512462,1.522613,0
0.517437,1.522613,0
0.522412,1.522613,0
0.527387,1.522613,0
0.532362,1.522613,0
0.537337,1.522613,0
0.542312,1.522613,0
0.547286,1.522613,0
0.552261,1.522613,0
0.557236,1.522613,0
0.562211,1.522613,0
0.567186,1.522613,0
0.572161,1.522613,0
0.577136,1.522613,0
0.582111,1.522613,0
0.587085,1.522613,0
0.592060,1.522613,0
0.597035,1.522613,0
0.602010,1.522613,0
0.606985,1.522613,0
0.611960,1.522613,0
0.616935,1.522613,0
0.621910,1.522613,0
0.626884,1.522613,0
0.631859,1.522613,0
0.636834,1.522613,0
0.641809,1.522613,0
0.646784,1.522613,0
0.651759,1.522613,0
0.656734,1.522613,0
0.661709,1.522613,0
0.666683,1.522613,0
0.671658,1.522613,0
0.676633,1.522613,0
0.681608,1.522613,0
0.686583,1.522613,0
0.691558,1.522613,0
0.696533,1.522613,0
0.701508,1.522613,0
0.706482,1.522613,0
0.711457,1.522613,0
0.716432,1.522613,0
0.721407,1.522613,0
0.726382,1.522613,0
0.731357,1.522613,0
0.736332,1.522613,0
0.741307,1.522613,0
0.746281,1.522613,0
0.751256,1.522613,0
0.756231,1.522613,0
0.761206,1.522613,0
0.766181,1.522613,0
0.771156,1.522613,0
0.776131,1.522613,0
0.781106,1.522613,0
0.786080,1.522613,0
0.791055,1.522613,0
0.796030,1.522613,0
0.801005,1.522613,0
0.805980,1.522613,0
0.810955,1.522613,0
0.815930,1.522613,0
0.820905,1.522613,0
0.825879,1.522613,0
0.830854,1.522613,0
0.835829,1.522613,0
0.840804,1.522613,0
0.845779,1.522613,0
0.850754,1.522613,0
0.855729,1.522613,0
0.860704,1.522613,0
0.865678,1.522613,0
0.870653,1.522613,0
0.875628,1.522613,0
0.880603,1.522613,0
0.885578,1.522613,0
0.890553,1.522613,0
0.895528,1.522613,0
0.900503,1.522613,0
0.905477,1.522613,0
0.910452,1.522613,0
0.915427,1.522613,0
0.920402,1.522613,0
0.925377,1.522613,0
0.930352,1.522613,0
0.935327,1.522613,0
0.940302,1.522613,0
0.945276,1.522613,0
0.950251,1.522613,0
0.955226,1.522613,0
0.960201,1.522613,0
0.965176,1.522613,0
0.970151,1.522613,0
0.975126,1.522613,0
0.980101,1.522613,0
0.985075,1.522613,0
0.990050,1.522613,0
0.995025,1.522613,0
1.000000,1.522613,0
0.010000,1.537688,0
0.014975,1.537688,0
0.019950,1.537688,0
0.024925,1.537688,0
0.029899,1.537688,0
0.034874,1.537688,0
0.039849,1.537688,0
0.044824,1.537688,0
0.049799,1.537688,0
0.054774,1.537688,0
0.059749,1.537688,0
0.064724,1.537688,0
0.069698,1.537688,0
0.074673,1.537688,0
0.079648,1.537688,0
0.084623,1.537688,0
0.089598,1.537688,0
0.094573,1.537688,0
0.099548,1.537688,0
0.104523,1.537688,0
0.109497,1.537688,0
0.114472,1.537688,0
0.119447,1.537688,0
0.124422,1.537688,0
0.129397,1.537688,0
0.134372,1.537688,0
0.139347,1.537688,0
0.144322,1.537688,0
0.149296,1.537688,0
0.154271,1.537688,0
0.159246,1.537688,0
0.164221,1.537688,0
0.169196,1.537688,0
0.174171,1.537688,0
0.179146,1.537688,0
0.184121,1.537688,0
0.189095,1.537688,0
0.194070,1.537688,0
0.199045,1.537688,0
0.204020,1.537688,0
0.208995,1.537688,0
0.213970,1.537688,0
0.218945,1.537688,0
0.223920,1.537688,0
0.228894,1.537688,0
0.233869,1.537688,0
0.238844,1.537688,0
0.243819,1.537688,0
0.248794,1.537688,0
0.253769,1.537688,0
0.258744,1.537688,0
0.263719,1.537688,0
0.268693,1.537688,0
0.273668,1.537688,0
0.278643,1.537688,0
0.283618,1.537688,0
0.288593,1.537688,0
0.293568,1.537688,0
0.298543,1.537688,0
0.303518,1.537688,0
0.308492,1.537688,0
0.313467,1.537688,0
0.318442,1.537688,0
0.323417,1.537688,0
0.328392,1.537688,0
0.333367,1.537688,0
0.338342,1.537688,0
0.343317,1.537688,0
0.348291,1.537688,0
0.353266,1.537688,0
0.358241,1.537688,0
0.363216,1.537688,0
0.368191,1.537688,0
0.373166,1.537688,0
0.378141,1.537688,0
0.383116,1.537688,0
0.388090,1.537688,0
0.393065,1.537688,0
0.398040,1.537688,0
0.403015,1.537688,0
0.407990,1.537688,0
0.412965,1.537688,0
0.417940,1.537688,0
0.422915,1.537688,0
0.427889,1.537688,0
0.432864,1.537688,0
0.437839,1.537688,0
0.442814,1.537688,0
0.447789,1.537688,0
0.452764,1.537688,0
0.457739,1.537688,0
0.462714,1.537688,0
0.467688,1.537688,0
0.472663,1.537688,0
0.477638,1.537688,0
0.482613,1.537688,0
0.487588,1.537688,0
0.492563,1.537688,0
0.497538,1.537688,0
0.502513,1.537688,0
0.507487,1.537688,0
0.512462,1.537688,0
0.517437,1.537688,0
0.522412,1.537688,0
0.527387,1.537688,0
0.532362,1.537688,0
0.537337,1.537688,0
0.542312,1.537688,0
0.547286,1.537688,0
0.552261,1.537688,0
0.557236,1.537688,0
0.562211,1.537688,0
0.567186,1.537688,0
0.572161,1.537688,0
0.577136,1.537688,0
0.582111,1.537688,0
0.587085,1.537688,0
0.592060,1.537688,0
0.597035,1.537688,0
0.602010,1.537688,0
0.606985,1.537688,0
0.611960,1.537688,0
0.616935,1.537688,0
0.621910,1.537688,0
0.626884,1.537688,0
0.631859,1.537688,0
0.636834,1.537688,0
0.641809,1.537688,0
0.646784,1.537688,0
0.651759,1.537688,0
0.656734,1.537688,0
0.661709,1.537688,0
0.666683,1.537688,0
0.671658,1.537688,0
0.676633,1.537688,0
0.681608,1.537688,0
0.686583,1.537688,0
0.691558,1.537688,0
0.696533,1.537688,0
0.701508,1.537688,0
0.706482,1.537688,0
0.711457,1.537688,0
0.716432,1.537688,0
0.721407,1.537688,0
0.726382,1.537688,0
0.731357,1.537688,0
0.736332,1.537688,0
0.741307,1.537688,0
0.746281,1.537688,0
0.751256,1.537688,0
0.756231,1.537688,0
0.761206,1.537688,0
0.766181,1.537688,0
0.771156,1.537688,0
0.776131,1.537688,0
0.781106,1.537688,0
0.786080,1.537688,0
0.791055,1.537688,0
0.796030,1.537688,0
0.801005,1.537688,0
0.805980,1.537688,0
0.810955,1.537688,0
0.815930,1.537688,0
0.820905,1.537688,0
0.825879,1.537688,0
0.830854,1.537688,0
0.835829,1.537688,0
0.840804,1.537688,0
0.845779,1.537688,0
0.850754,1.537688,0
0.855729,1.537688,0
0.860704,1.537688,0
0.865678,1.537688,0
0.870653,1.537688,0
0.875628,1.537688,0
0.880603,1.537688,0
0.885578,1.537688,0
0.890553,1.537688,0
0.895528,1.537688,0
0.900503,1.537688,0
0.905477,1.537688,0
0.910452,1.537688,0
0.915427,1.537688,0
0.920402,1.537688,0
0.925377,1.537688,0
0.930352,1.537688,0
0.935327,1.537688,0
0.940302,1.537688,0
0.945276,1.537688,0
0.950251,1.537688,0
0.955226,1.537688,0
0.960201,1.537688,0
0.965176,1.537688,0
0.970151,1.537688,0
0.975126,1.537688,0
0.980101,1.537688,0
0.985075,1.537688,0
0.990050,1.537688,0
0.995025,1.537688,0
1.000000,1.537688,0
0.010000,1.552764,0
0.014975,1.552764,0
0.019950,1.552764,0
0.024925,1.552764,0
0.029899,1.552764,0
0.034874,1.552764,0
0.039849,1.552764,0
0.044824,1.552764,0
0.049799,1.552764,0
0.054774,1.552764,0
0.059749,1.552764,0
0.064724,1.552764,0
0.069698,1.552764,0
0.074673,1.552764,0
0.079648,1.552764,0
0.084623,1.552764,0
0.089598,1.552764,0
0.094573,1.552764,0
0.099548,1.552764,0
0.104523,1.552764,0
0.109497,1.552764,0
0.114472,1.552764,0
0.119447,1.552764,0
0.124422,1.552764,0
0.129397,1.552764,0
0.134372,1.552764,0
0.139347,1.552764,0
0.144322,1.552764,0
0.149296,1.552764,0
0.154271,1.552764,0
0.159246,1.552764,0
0.164221,1.552764,0
0.169196,1.552764,0
0.174171,1.552764,0
0.179146,1.552764,0
0.184121,1.552764,0
0.189095,1.552764,0
0.194070,1.552764,0
0.199045,1.552764,0
0.204020,1.552764,0
0.208995,1.552764,0
0.213970,1.552764,0
0.218945,1.552764,0
0.223920,1.552764,0
0.228894,1.552764,0
0.233869,1.552764,0
0.238844,1.552764,0
0.243819,1.552764,0
0.248794,1.552764,0
0.253769,1.552764,0
0.258744,1.552764,0
0.263719,1.552764,0
0.268693,1.552764,0
0.273668,1.552764,0
0.278643,1.552764,0
0.283618,1.552764,0
0.288593,1.552764,0
0.293568,1.552764,0
0.298543,1.552764,0
0.303518,1.552764,0
0.308492,1.552764,0
0.313467,1.552764,0
0.318442,1.552764,0
0.323417,1.552764,0
0.328392,1.552764,0
0.333367,1.552764,0
0.338342,1.552764,0
0.343317,1.552764,0
0.348291,1.552764,0
0.353266,1.552764,0
0.358241,1.552764,0
0.363216,1.552764,0
0.368191,1.552764,0
0.373166,1.552764,0
0.378141,1.552764,0
0.383116,1.552764,0
0.388090,1.552764,0
0.393065,1.552764,0
0.398040,1.552764,0
0.403015,1.552764,0
0.407990,1.552764,0
0.412965,1.552764,0
0.417940,1.552764,0
0.422915,1.552764,0
0.427889,1.552764,0
0.432864,1.552764,0
0.437839,1.552764,0
0.442814,1.552764,0
0.447789,1.552764,0
0.452764,1.552764,0
0.457739,1.552764,0
0.462714,1.552764,0
0.467688,1.552764,0
0.472663,1.552764,0
0.477638,1.552764,0
0.482613,1.552764,0
0.487588,1.552764,0
0.492563,1.552764,0
0.497538,1.552764,0
0.502513,1.552764,0
0.507487,1.552764,0
0.512462,1.552764,0
0.517437,1.552764,0
0.522412,1.552764,0
0.527387,1.552764,0
0.532362,1.552764,0
0.537337,1.552764,0
0.542312,1.552764,0
0.547286,1.552764,0
0.552261,1.552764,0
0.557236,1.552764,0
0.562211,1.552764,0
0.567186,1.552764,0
0.572161,1.552764,0
0.577136,1.552764,0
0.582111,1.552764,0
0.587085,1.552764,0
0.592060,1.552764,0
0.597035,1.552764,0
0.602010,1.552764,0
0.606985,1.552764,0
0.611960,1.552764,0
0.616935,1.552764,0
0.621910,1.552764,0
0.626884,1.552764,0
0.631859,1.552764,0
0.636834,1.552764,0
0.641809,1.552764,0
0.646784,1.552764,0
0.651759,1.552764,0
0.656734,1.552764,0
0.661709,1.552764,0
0.666683,1.552764,0
0.671658,1.552764,0
0.676633,1.552764,0
0.681608,1.552764,0
0.686583,1.552764,0
0.691558,1.552764,0
0.696533,1.552764,0
0.701508,1.552764,0
0.706482,1.552764,0
0.711457,1.552764,0
0.716432,1.552764,0
0.721407,1.552764,0
0.726382,1.552764,0
0.731357,1.552764,0
0.736332,1.552764,0
0.741307,1.552764,0
0.746281,1.552764,0
0.751256,1.552764,0
0.756231,1.552764,0
0.761206,1.552764,0
0.766181,1.552764,0
0.771156,1.552764,0
0.776131,1.552764,0
0.781106,1.552764,0
0.786080,1.552764,0
0.791055,1.552764,0
0.796030,1.552764,0
0.801005,1.552764,0
0.805980,1.552764,0
0.810955,1.552764,0
0.815930,1.552764,0
0.820905,1.552764,0
0.825879,1.552764,0
0.830854,1.552764,0
0.835829,1.552764,0
0.840804,1.552764,0
0.845779,1.552764,0
0.850754,1.552764,0
0.855729,1.552764,0
0.860704,1.552764,0
0.865678,1.552764,0
0.870653,1.552764,0
0.875628,1.552764,0
0.880603,1.552764,0
0.885578,1.552764,0
0.890553,1.552764,0
0.895528,1.552764,0
0.900503,1.552764,0
0.905477,1.552764,0
0.910452,1.552764,0
0.915427,1.552764,0
0.920402,1.552764,0
0.925377,1.552764,0
0.930352,1.552764,0
0.935327,1.552764,0
0.940302,1.552764,0
0.945276,1.552764,0
0.950251,1.552764,0
0.955226,1.552764,0
0.960201,1.552764,0
0.965176,1.552764,0
0.970151,1.552764,0
0.975126,1.552764,0
0.980101,1.552764,0
0.985075,1.552764,0
0.990050,1.552764,0
0.995025,1.552764,0
1.000000,1.552764,0
0.010000,1.567839,0
0.014975,1.567839,0
0.019950,1.567839,0
0.024925,1.567839,0
0.029899,1.567839,0
0.034874,1.567839,0
0.039849,1.567839,0
0.044824,1.567839,0
0.049799,1.567839,0
0.054774,1.567839,0
0.059749,1.567839,0
0.064724,1.567839,0
0.069698,1.567839,0
0.074673,1.567839,0
0.079648,1.567839,0
0.084623,1.567839,0
0.089598,1.567839,0
0.094573,1.567839,0
0.099548,1.567839,0
0.104523,1.567839,0
0.109497,1.567839,0
0.114472,1.567839,0
0.119447,1.567839,0
0.124422,1.567839,0
0.129397,1.567839,0
0.134372,1.567839,0
0.139347,1.567839,0
0.144322,1.567839,0
0.149296,1.567839,0
0.154271,1.567839,0
0.159246,1.567839,0
0.164221,1.567839,0
0.169196,1.567839,0
0.174171,1.567839,0
0.179146,1.567839,0
0.184121,1.567839,0
0.189095,1.567839,0
0.194070,1.567839,0
0.199045,1.567839,0
0.204020,1.567839,0
0.208995,1.567839,0
0.213970,1.567839,0
0.218945,1.567839,0
0.223920,1.567839,0
0.228894,1.567839,0
0.233869,1.567839,0
0.238844,1.567839,0
0.243819,1.567839,0
0.248794,1.567839,0
0.253769,1.567839,0
0.258744,1.567839,0
0.263719,1.567839,0
0.268693,1.567839,0
0.273668,1.567839,0
0.278643,1.567839,0
0.283618,1.567839,0
0.288593,1.567839,0
0.293568,1.567839,0
0.298543,1.567839,0
0.303518,1.567839,0
0.308492,1.567839,0
0.313467,1.567839,0
0.318442,1.567839,0
0.323417,1.567839,0
0.328392,1.567839,0
0.333367,1.567839,0
0.338342,1.567839,0
0.343317,1.567839,0
0.348291,1.567839,0
0.353266,1.567839,0
0.358241,1.567839,0
0.363216,1.567839,0
0.368191,1.567839,0
0.373166,1.567839,0
0.378141,1.567839,0
0.383116,1.567839,0
0.388090,1.567839,0
0.393065,1.567839,0
0.398040,1.567839,0
0.403015,1.567839,0
0.407990,1.567839,0
0.412965,1.567839,0
0.417940,1.567839,0
0.422915,1.567839,0
0.427889,1.567839,0
0.432864,1.567839,0
0.437839,1.567839,0
0.442814,1.567839,0
0.447789,1.567839,0
0.452764,1.567839,0
0.457739,1.567839,0
0.462714,1.567839,0
0.467688,1.567839,0
0.472663,1.567839,0
0.477638,1.567839,0
0.482613,1.567839,0
0.487588,1.567839,0
0.492563,1.567839,0
0.497538,1.567839,0
0.502513,1.567839,0
0.507487,1.567839,0
0.512462,1.567839,0
0.517437,1.567839,0
0.522412,1.567839,0
0.527387,1.567839,0
0.532362,1.567839,0
0.537337,1.567839,0
0.542312,1.567839,0
0.547286,1.567839,0
0.552261,1.567839,0
0.557236,1.567839,0
0.562211,1.567839,0
0.567186,1.567839,0
0.572161,1.567839,0
0.577136,1.567839,0
0.582111,1.567839,0
0.587085,1.567839,0
0.592060,1.567839,0
0.597035,1.567839,0
0.602010,1.567839,0
0.606985,1.567839,0
0.611960,1.567839,0
0.616935,1.567839,0
0.621910,1.567839,0
0.626884,1.567839,0
0.631859,1.567839,0
0.636834,1.567839,0
0.641809,1.567839,0
0.646784,1.567839,0
0.651759,1.567839,0
0.656734,1.567839,0
0.661709,1.567839,0
0.666683,1.567839,0
0.671658,1.567839,0
0.676633,1.567839,0
0.681608,1.567839,0
0.686583,1.567839,0
0.691558,1.567839,0
0.696533,1.567839,0
0.701508,1.567839,0
0.706482,1.567839,0
0.711457,1.567839,0
0.716432,1.567839,0
0.721407,1.567839,0
0.726382,1.567839,0
0.731357,1.567839,0
0.736332,1.567839,0
0.741307,1.567839,0
0.746281,1.567839,0
0.751256,1.567839,0
0.756231,1.567839,0
0.761206,1.567839,0
0.766181,1.567839,0
0.771156,1.567839,0
0.776131,1.567839,0
0.781106,1.567839,0
0.786080,1.567839,0
0.791055,1.567839,0
0.796030,1.567839,0
0.801005,1.567839,0
0.805980,1.567839,0
0.810955,1.567839,0
0.815930,1.567839,0
0.820905,1.567839,0
0.825879,1.567839,0
0.830854,1.567839,0
0.835829,1.567839,0
0.840804,1.567839,0
0.845779,1.567839,0
0.850754,1.567839,0
0.855729,1.567839,0
0.860704,1.567839,0
0.865678,1.567839,0
0.870653,1.567839,0
0.875628,1.567839,0
0.880603,1.567839,0
0.885578,1.567839,0
0.890553,1.567839,0
0.895528,1.567839,0
0.900503,1.567839,0
0.905477,1.567839,0
0.910452,1.567839,0
0.915427,1.567839,0
0.920402,1.567839,0
0.925377,1.567839,0
0.930352,1.567839,0
0.935327,1.567839,0
0.940302,1.567839,0
0.945276,1.567839,0
0.950251,1.567839,0
0.955226,1.567839,0
0.960201,1.567839,0
0.965176,1.567839,0
0.970151,1.567839,0
0.975126,1.567839,0
0.980101,1.567839,0
0.985075,1.567839,0
0.990050,1.567839,0
0.995025,1.567839,0
1.000000,1.567839,0
0.010000,1.582915,0
0.014975,1.582915,0
0.019950,1.582915,0
0.024925,1.582915,0
0.029899,1.582915,0
0.034874,1.582915,0
0.039849,1.582915,0
0.044824,1.582915,0
0.049799,1.582915,0
0.054774,1.582915,0
0.059749,1.582915,0
0.064724,1.582915,0
0.069698,1.582915,0
0.074673,1.582915,0
0.079648,1.582915,0
0.084623,1.582915,0
0.089598,1.582915,0
0.094573,1.582915,0
0.099548,1.582915,0
0.104523,1.582915,0
0.109497,1.582915,0
0.114472,1.582915,0
0.119447,1.582915,0
0.124422,1.582915,0
0.129397,1.582915,0
0.134372,1.582915,0
0.139347,1.582915,0
0.144322,1.582915,0
0.149296,1.582915,0
0.154271,1.582915,0
0.159246,1.582915,0
0.164221,1.582915,0
0.169196,1.582915,0
0.174171,1.582915,0
0.179146,1.582915,0
0.184121,1.582915,0
0.189095,1.582915,0
0.194070,1.582915,0
0.199045,1.582915,0
0.204020,1.582915,0
0.208995,1.582915,0
0.213970,1.582915,0
0.218945,1.582915,0
0.223920,1.582915,0
0.228894,1.582915,0
0.233869,1.582915,0
0.238844,1.582915,0
0.243819,1.582915,0
0.248794,1.582915,0
0.253769,1.582915,0
0.258744,1.582915,0
0.263719,1.582915,0
0.268693,1.582915,0
0.273668,1.582915,0
0.278643,1.582915,0
0.283618,1.582915,0
0.288593,1.582915,0
0.293568,1.582915,0
0.298543,1.582915,0
0.303518,1.582915,0
0.308492,1.582915,0
0.313467,1.582915,0
0.318442,1.582915,0
0.323417,1.582915,0
0.328392,1.582915,0
0.333367,1.582915,0
0.338342,1.582915,0
0.343317,1.582915,0
0.348291,1.582915,0
0.353266,1.582915,0
0.358241,1.582915,0
0.363216,1.582915,0
0.368191,1.582915,0
0.373166,1.582915,0
0.378141,1.582915,0
0.383116,1.582915,0
0.388090,1.582915,0
0.393065,1.582915,0
0.398040,1.582915,0
0.403015,1.582915,0
0.407990,1.582915,0
0.412965,1.582915,0
0.417940,1.582915,0
0.422915,1.582915,0
0.427889,1.582915,0
0.432864,1.582915,0
0.437839,1.582915,0
0.442814,1.582915,0
0.447789,1.582915,0
0.452764,1.582915,0
0.457739,1.582915,0
0.462714,1.582915,0
0.467688,1.582915,0
0.472663,1.582915,0
0.477638,1.582915,0
0.482613,1.582915,0
0.487588,1.582915,0
0.492563,1.582915,0
0.497538,1.582915,0
0.502513,1.582915,0
0.507487,1.582915,0
0.512462,1.582915,0
0.517437,1.582915,0
0.522412,1.582915,0
0.527387,1.582915,0
0.532362,1.582915,0
0.537337,1.582915,0
0.542312,1.582915,0
0.547286,1.582915,0
0.552261,1.582915,0
0.557236,1.582915,0
0.562211,1.582915,0
0.567186,1.582915,0
0.572161,1.582915,0
0.577136,1.582915,0
0.582111,1.582915,0
0.587085,1.582915,0
0.592060,1.582915,0
0.597035,1.582915,0
0.602010,1.582915,0
0.606985,1.582915,0
0.611960,1.582915,0
0.616935,1.582915,0
0.621910,1.582915,0
0.626884,1.582915,0
0.631859,1.582915,0
0.636834,1.582915,0
0.641809,1.582915,0
0.646784,1.582915,0
0.651759,1.582915,0
0.656734,1.582915,0
0.661709,1.582915,0
0.666683,1.582915,0
0.671658,1.582915,0
0.676633,1.582915,0
0.681608,1.582915,0
0.686583,1.582915,0
0.691558,1.582915,0
0.696533,1.582915,0
0.701508,1.582915,0
0.706482,1.582915,0
0.711457,1.582915,0
0.716432,1.582915,0
0.721407,1.582915,0
0.726382,1.582915,0
0.731357,1.582915,0
0.736332,1.582915,0
0.741307,1.582915,0
0.746281,1.582915,0
0.751256,1.582915,0
0.756231,1.582915,0
0.761206,1.582915,0
0.766181,1.582915,0
0.771156,1.582915,0
0.776131,1.582915,0
0.781106,1.582915,0
0.786080,1.582915,0
0.791055,1.582915,0
0.796030,1.582915,0
0.801005,1.582915,0
0.805980,1.582915,0
0.810955,1.582915,0
0.815930,1.582915,0
0.820905,1.582915,0
0.825879,1.582915,0
0.830854,1.582915,0
0.835829,1.582915,0
0.840804,1.582915,0
0.845779,1.582915,0
0.850754,1.582915,0
0.855729,1.582915,0
0.860704,1.582915,0
0.865678,1.582915,0
0.870653,1.582915,0
0.875628,1.582915,0
0.880603,1.582915,0
0.885578,1.582915,0
0.890553,1.582915,0
0.895528,1.582915,0
0.900503,1.582915,0
0.905477,1.582915,0
0.910452,1.582915,0
0.915427,1.582915,0
0.920402,1.582915,0
0.925377,1.582915,0
0.930352,1.582915,0
0.935327,1.582915,0
0.940302,1.582915,0
0.945276,1.582915,0
0.950251,1.582915,0
0.955226,1.582915,0
0.960201,1.582915,0
0.965176,1.582915,0
0.970151,1.582915,0
0.975126,1.582915,0
0.980101,1.582915,0
0.985075,1.582915,0
0.990050,1.582915,0
0.995025,1.582915,0
1.000000,1.582915,0
0.010000,1.597990,0
0.014975,1.597990,0
0.019950,1.597990,0
0.024925,1.597990,0
0.029899,1.597990,0
0.034874,1.597990,0
0.039849,1.597990,0
0.044824,1.597990,0
0.049799,1.597990,0
0.054774,1.597990,0
0.059749,1.597990,0
0.064724,1.597990,0
0.069698,1.597990,0
0.074673,1.597990,0
0.079648,1.597990,0
0.084623,1.597990,0
0.089598,1.597990,0
0.094573,1.597990,0
0.099548,1.597990,0
0.104523,1.597990,0
0.109497,1.597990,0
0.114472,1.597990,0
0.119447,1.597990,0
0.124422,1.597990,0
0.129397,1.597990,0
0.134372,1.597990,0
0.139347,1.597990,0
0.144322,1.597990,0
0.149296,1.597990,0
0.154271,1.597990,0
0.159246,1.597990,0
0.164221,1.597990,0
0.169196,1.597990,0
0.174171,1.597990,0
0.179146,1.597990,0
0.184121,1.597990,0
0.189095,1.597990,0
0.194070,1.597990,0
0.199045,1.597990,0
0.204020,1.597990,0
0.208995,1.597990,0
0.213970,1.597990,0
0.218945,1.597990,0
0.223920,1.597990,0
0.228894,1.597990,0
0.233869,1.597990,0
0.238844,1.597990,0
0.243819,1.597990,0
0.248794,1.597990,0
0.253769,1.597990,0
0.258744,1.597990,0
0.263719,1.597990,0
0.268693,1.597990,0
0.273668,1.597990,0
0.278643,1.597990,0
0.283618,1.597990,0
0.288593,1.597990,0
0.293568,1.597990,0
0.298543,1.597990,0
0.303518,1.597990,0
0.308492,1.597990,0
0.313467,1.597990,0
0.318442,1.597990,0
0.323417,1.597990,0
0.328392,1.597990,0
0.333367,1.597990,0
0.338342,1.597990,0
0.343317,1.597990,0
0.348291,1.597990,0
0.353266,1.597990,0
0.358241,1.597990,0
0.363216,1.597990,0
0.368191,1.597990,0
0.373166,1.597990,0
0.378141,1.597990,0
0.383116,1.597990,0
0.388090,1.597990,0
0.393065,1.597990,0
0.398040,1.597990,0
0.403015,1.597990,0
0.407990,1.597990,0
0.412965,1.597990,0
0.417940,1.597990,0
0.422915,1.597990,0
0.427889,1.597990,0
0.432864,1.597990,0
0.437839,1.597990,0
0.442814,1.597990,0
0.447789,1.597990,0
0.452764,1.597990,0
0.457739,1.597990,0
0.462714,1.597990,0
0.467688,1.597990,0
0.472663,1.597990,0
0.477638,1.597990,0
0.482613,1.597990,0
0.487588,1.597990,0
0.492563,1.597990,0
0.497538,1.597990,0
0.502513,1.597990,0
0.507487,1.597990,0
0.512462,1.597990,0
0.517437,1.597990,0
0.522412,1.597990,0
0.527387,1.597990,0
0.532362,1.597990,0
0.537337,1.597990,0
0.542312,1.597990,0
0.547286,1.597990,0
0.552261,1.597990,0
0.557236,1.597990,0
0.562211,1.597990,0
0.567186,1.597990,0
0.572161,1.597990,0
0.577136,1.597990,0
0.582111,1.597990,0
0.587085,1.597990,0
0.592060,1.597990,0
0.597035,1.597990,0
0.602010,1.597990,0
0.606985,1.597990,0
0.611960,1.597990,0
0.616935,1.597990,0
0.621910,1.597990,0
0.626884,1.597990,0
0.631859,1.597990,0
0.636834,1.597990,0
0.641809,1.597990,0
0.646784,1.597990,0
0.651759,1.597990,0
0.656734,1.597990,0
0.661709,1.597990,0
0.666683,1.597990,0
0.671658,1.597990,0
0.676633,1.597990,0
0.681608,1.597990,0
0.686583,1.597990,0
0.691558,1.597990,0
0.696533,1.597990,0
0.701508,1.597990,0
0.706482,1.597990,0
0.711457,1.597990,0
0.716432,1.597990,0
0.721407,1.597990,0
0.726382,1.597990,0
0.731357,1.597990,0
0.736332,1.597990,0
0.741307,1.597990,0
0.746281,1.597990,0
0.751256,1.597990,0
0.756231,1.597990,0
0.761206,1.597990,0
0.766181,1.597990,0
0.771156,1.597990,0
0.776131,1.597990,0
0.781106,1.597990,0
0.786080,1.597990,0
0.791055,1.597990,0
0.796030,1.597990,0
0.801005,1.597990,0
0.805980,1.597990,0
0.810955,1.597990,0
0.815930,1.597990,0
0.820905,1.597990,0
0.825879,1.597990,0
0.830854,1.597990,0
0.835829,1.597990,0
0.840804,1.597990,0
0.845779,1.597990,0
0.850754,1.597990,0
0.855729,1.597990,0
0.860704,1.597990,0
0.865678,1.597990,0
0.870653,1.597990,0
0.875628,1.597990,0
0.880603,1.597990,0
